Question,Answer
Apakah untuk barang ekspor juga dilakukan pemeriksaan fisik?,"Terhadap barang ekspor dapat dilakukan pemeriksaan fisik.
Pemeriksaan fisik barang , dilakukan terhadap:
Barang Ekspor yang akan diimpor kembali;
Barang Ekspor yang pada saat impornya ditujukan untuk diekspor kembali;
Barang Ekspor yang mendapat fasilitas: kemudahan impor tujuan ekspor pembebasan;
 kemudahan impor tujuan ekspor pengembalian; dan/atau ·
 kemudahan impor tujuan ekspor industri kecil dan menengah.

Barang Ekspor yang dikenakan Bea Keluar;
Barang Ekspor yang berdasarkan rekomendasi dari kementerian/lembaga terkait atau unit internal Direktorat Jenderal Bea dan Cukai yang ditetapkan oleh Direktur Jenderal atas nama Menteri;
Barang Ekspor yang berdasarkan hasil analisis dari unit pengawasan yang menunjukkan adanya indikasi yang kuat akan terjadi pelanggaran atau telah terjadi pelanggaran terhadap ketentuan peraturan perundang-undangan; atau
Barang Ekspor selain sebagaimana dimaksud pada huruf a sampai dengan huruf f yang ditetapkan berdasarkan manajemen risiko.
(Sesuai dengan PMK 155/PMK.04/2022)"
"Terkait dengan kewajiban pengisian no BL atau AWB di PEB, yg eksportir laporkan nomor MASTER atau HOUSE BL/AWB?","Dapat dicantumkan master dan house BL/AWB.
(Sesuai dengan PMK 155/PMK.04/2022)"
"Terkait input BL pada PEB, jika pada saat stuffing sudah dapat no BL namun tanggal keberangkatan masih estimasi, kemudian ada perubahan tanggal BL, apakah perlu melakukan pembetulan?","Sebaiknya tetap dilakukan pembetulan data PEB, karena data BL akan digunakan oleh petugas sebagai data tambahan untuk melakukan rekonsiliasi dengan outward manifest dalam hal PEB-outward manifest belum dapat direkonsiliasikan secara sistem dengan data utama (No. & Tgl. PEB; No. Kontainer & NPWP Shipper).
(Sesuai dengan PMK 155/PMK.04/2022)"
Bagaimana mekanisme ekspor konsolidator dengan angkut lanjut multimoda?,"Ekspor konsolidasi dengan mekanisme multimoda secara umum dapat dilaksanakan dengan beberapa alternatif, diajukan PEB dan dikonsolidasikan di pelabuhan muat asal atau diangkut dengan pengangkutan dalam negeri dan diajukan PEB & dikonsolidasikan di kantor muat ekspor.
(Sesuai dengan PMK 155/PMK.04/2022)"
Persyaratan dokumen apa saja yang diperlukan untuk memperoleh izin pemuatan periodik barang curah di luar kawasan pabean?,"Permohonan pemuatan ekspor barang curah diluar kawasan secara periodik dilakukan dengan permohonan pemuatan Ekspor barang curah sebagaimana diatur dalam Pasal 19 PMK 155/2022 dengan melampirkan dokumen berupa:
shipping instruction/shipping order;
invoice; dan
packing list;
dengan ditambah dokumen daftar rencana pemuatan selama periode pemuatan (maksimal 30hari).
Namun perlu diingat bahwa fasilitas pemberian izin pemuatan secara periodik hanya dapat diberikan kepada eksportir dengan status AEO dan/atau MITA, dan frekuensi eksportasi tinggi.
(Sesuai dengan PMK 155/PMK.04/2022)"
Apakah form 3D sudah merupakan izin kepala kantor untuk pemuatan atas Ekspor Barang Curah di luar Kawasan Pabean?,"Betul, form 3D juga berlaku sebagai izin pemuatan di luar kawasan pabean dalam hal pemuatan barang curah dilakukan di luar kawasan pabean
(Sesuai dengan PMK 155/PMK.04/2022)"
Terkait penginputan BL di modul atau CEISA 4.0 bagian mana dan apa saja yang harus diisi?,"Diisikan pada bagian ""dokumen"" untuk Portal CEISA 4.0 atau ""dokumen pelengkap pabean"" pada Modul PEB. Kemudaian isikan nomor dan tanggal master dan house BL/AWB.
(Sesuai dengan PMK 155/PMK.04/2022)"
PEB tidak diwajibkan untuk barang kiriman dibawah 30 kg itu apakah termasuk barang contoh (pengiriman sampel)?,"Termasuk, sepanjang disampaikan dengan pemberitahuan pabean ekspor untuk barang kiriman.
(Sesuai dengan PMK 155/PMK.04/2022)"
"Jika pembetulan data PEB lewat dari jangka waktu dan diberikan konsekuensi dilakukan blokir sementara, bagaimana mekanisme pengajuan pembukaan blokir ini?","Pembukaan blokir akan otomatis dilakukan tanpa memerlukan permohonan apabila permohonan pembetulan PEB yang melewati jangka waktu sudah disetujui oleh kepala kantor.
(Sesuai dengan PMK 155/PMK.04/2022)"
"Jika kapal delay melebihi 3 hari, sehingga belum bisa melakukan pembetulan PEB untuk nomor dan tanggal aktual BL, apakah saat kami mengajukan permohonan pembetulan di hari ke 5, permohonan akan ditolak?","Sebaiknya tetap dilakukan pembetulan data PEB terkait data BL sekaligus tanggal perkiraan ekspor. Saat ini tidak terdapat konsekuensi keterlambatan pembetulan/pencantuman data BL, karena data BL digunakan oleh petugas sebagai data tambahan untuk melakukan rekonsiliasi dengan outward manifes. Terhadap pencantuman data BL tersebut akan dimonitoring dan dievaluasi, apabila memungkinkan dapat menjadi elemen data yang direkonsiliasikan secara sistem, tidak lagi melalui penelitian pejabat.
(Sesuai dengan PMK 155/PMK.04/2022)"
Apakah perusahaan TPB/Kawasan Berikat dapat menggunakan PKBE (konsolidasi) untuk menggabungkan lebih dari 1 PEB yang ekspornya dalam 1 kontainer?,"Kegiatan konsolidasi dapat dilakukan 3 pihak, yaitu:
Konsolidator umum yg ditetapkan dengan Keputusan Kepala Kantor Pabean;
Eksportir dalam 1 (satu) kelompok perusahaan; dan
Perusahaan yang melakukan sendiri konsolidasi.
Perusahaan TPB dapat menggunakan mekanisme konsolidasi dalam hal melakukan sendiri konsolidasi (1 kontainer berisi beberapa PEB yang diajukan oleh TPB bersangkutan).
(Sesuai dengan PMK 155/PMK.04/2022)"
Apakah eksportir yang melakukan konsolidasi barang sendiri bisa proses PKBE sendiri? (1 container 2 PEB&2BL). Atau harus melalui konsolidator yang sudah terdaftar?,"Kegiatan konsolidasi dapat dilakukan 3 pihak, yaitu:
Konsolidator umum yg ditetapkan dengan Keputusan Kepala Kantor Pabean;
Eksportir dalam 1 (satu) kelompok perusahaan; dan
Perusahaan yang melakukan sendiri konsolidasi.
Eksportir dapat melakukan konsolidasi sendiri tanpa harus mendaftar sebagai konsolidator sebagai perusahaan yang melakukan sendiri konsolidasi sepanjang PEB yang dikonsolidasikan diajukan sendiri oleh eksportir yang bersangkutan
(Sesuai dengan PMK 155/PMK.04/2022)"
Apa yang dimaksud disampaikan dengan Pemberitahuan Pabean Ekspor untuk barang kiriman (terkait tidak wajibnya PEB untuk berat 30kg)?,"Pemberitahuan Pabean Ekspor untuk ekspor barang kiriman yang dimaksud adalah consignment note (CN).
(Sesuai dengan PMK 155/PMK.04/2022)"
Untuk barang kiriman di atas 30KG apakah wajib menggunakan PEB atas nama eksportir? Atau bisa menggunakan PEB konsol dengan kategori ekspor khusus barang kiriman?,"Untuk barang kiriman di atas 30kg wajib diberitahukan menggunakan PEB Single atas nama eksportir. PEB Konsol hanya untuk barang kiriman di bawah 30kg dan atas PEB Konsol barang kiriman tersebut dibuat oleh PJT yang bertindak sebagai eksportir.
(Sesuai dengan PMK 155/PMK.04/2022)"
"Terkait ekspor barang curah, jika terjadi selisih berat antara PEB dengan hasil timbang barang, berapa persen selisih yang dapat di toleransi?","Selisih berat yang ditoleransi terhadap ekspor barang curah yang dikenakan bea keluar adalah sebesar 0,5% dari volume atau berat yang diberitahukan. Apabila selisih lebihnya kurang dari 0,5% hanya dikenakan penetapan atas kekurangan bea keluar. Sedangkan apabila lebih dari 0,5% dikenakan penetapan atas kekurangan bea keluar dan sanksi administrasi berupa denda.
(Sesuai dengan PMK 155/PMK.04/2022)"
"Untuk persetujuan izin muat barang ekspor curah, apakah perlu surat persetujuan dari kepala kantor atau cukup persetujuan di CEISA Ekspor saja?","Cukup persetujuan di CEISA Ekspor.
(Sesuai dengan PMK 155/PMK.04/2022)"
Apakah pengajuan perbaikan PEB secara elektronik masih diwajibkan mengisi form BCF 3.09 secara manual ke Kantor Pabean?,"Tidak perlu. Pengisian form BCF 3.09 ke depan hanya dilakukan untuk permohonan pembetulan lewat jangka waktu.
(Sesuai dengan PMK 155/PMK.04/2022)"
Apa dasar penolakan atau persetujuan pembetulan PEB terkait nama pemilik barang?,"Pembetulan PEB terkait nama pemilik barang pada prinsipnya dapat dilakukan dengan dasar hasil koordinasi dan/atau nota dinas rekomendasi dari DJP dalam hal ini KPP setempat karena DJBC secara umum tidak mengenal entitas ""pemilik barang"". Pemilik barang merupakan salah satu elemen data yang ditambahkan pada PEB atas usulan Join Probis DJP - DJBC. Perubahan data pemilik barang saat ini dilakukan sebagai implikasi dari penelitian perpajakan yang dilakukan oleh DJP, oleh karena itu disarankan persetujuan pembetulan data pemilik barang dilakukan berdasarkan pada hasil koordinasi dan/atau nota dinas rekomendasi dari KPP sehingga mengurangi risiko dispute dikemudian hari.
(Sesuai dengan PMK 155/PMK.04/2022)"
Pemasukan sebagian peti kemas ke kawasan pabean menggunakan dokumen apa?,"Pemasukan peti kemas sebagian ke kawasan pabean dapat digunakan untuk barang ekspor yang dilakukan pemeriksaan fisik namun belum selesai proses pemeriksaannya, sehingga pemasukan ke kawasan pabean cukup dengan menggunakan PPB.
(Sesuai dengan PMK 155/PMK.04/2022)"
Apakah yang dimaksud dengan Jaminan dari Lembaga Pembiayaan Ekspor Indonesia (LPEI)?,"Jaminan dari Lembaga Pembiayaan Ekspor Indonesia (LPEI) adalah Jaminan dalam rangka kegiatan kepabeanan dan cukai yang diterbitkan oleh Lembaga Pembiayaan Ekspor Indonesia (LPEI).
(Sesuai dengan PMK 168/PMK.04/2022)"
Apa yang dimaksud dengan Gudang Berikat?,"Gudang Berikat adalah Tempat Penimbunan Berikat untuk menimbun barang impor, dapat disertai 1 (satu) atau lebih kegiatan berupa pengemasan/pengemasan kembali, penyortiran, penggabungan(kitting), pengepakan, penyetelan, pemotongan, atas barang-barang tertentu dalam jangka waktu tertentu untuk dikeluarkan kembali.
(Sesuai dengan PMK 155/PMK.04/2019)"
Fasilitas atau kemudahan apa yang didapat dalam Gudang Berikat?,"Fasilitas dan kemudahan yang didapat pada Gudang Berikat yaitu sebagai berikut:Dapat menimbun barang hingga maksimal 2 tahun;
Mendapat penangguhan Bea Masuk, pembebasan cukai dan tidak dipungut Pajak Dalam Rangka Impor (PDRI) atas barang yang ditimbun;
Mendapat kemudahan pelayanan perizinan dan kemudahan kegiatan operasional;
Belum berlaku ketentuan pembatasan impor saat pemasukkan ke Gudang Berikat, ketentuan pembatasan berlaku saat pengeluaran dari Gudang Berikat ke Tempat Lain Dalam Daerah Pabean (TLDDP);
Mendapat perlakuan tertentu berupa:toleransi penyusutan, penguapan, atau pengurangan sesuai dengan proses bisnis perusahaan dengan melampirkan data dari lembaga atau instansi yang kompeten;
kemudahan pemasukan dan/atau pengeluaran atas barang curah; dan/atau
perlakuan tertentu lainnya dengan tetap mempertimbangkan aspek pengawasan dan/atau pelayanan.

(Sesuai dengan PMK 155/PMK.04/2019)"
Apa saja jenis Gudang Berikat?,"Jenis Gudang Berikat, yaitu:Gudang Berikat One on One, yaitu Gudang Berikat yang:memiliki IUI atau yang dipersamakan dengan IUI;
hanya dapat mendistribusikan barang impor yang ditimbun kepada perusahaan industrinya yang berada dalam satu manajemen, untuk memenuhi kebutuhan industrinya.

Gudang Berikat One to Many, yaitu Gudang Berikat yang:memiliki SIUP;
dapat mendistribusikan barang impor yang ditimbun kepada lebih dari 1 (satu) perusahaan tujuan distribusi.

(Sesuai dengan PMK 155/PMK.04/2019)"
"Apa perbedaan Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, dan Pengusaha di Gudang Berikat merangkap Penyelenggara Gudang Berikat (PDGB)?","Perbedaan Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, dan Pengusaha di Gudang Berikat merangkap Penyelenggara Gudang Berikat (PDGB) terletak pada kegiatan pengelolaan yang dilakukan dalam Gudang Berikat.
Penyelenggara Gudang Berikat adalah badan hukum yang melakukan kegiatan menyediakan dan mengelola kawasan untuk kegiatan pengusahaan Gudang Berikat.
Pengusaha Gudang Berikat adalah badan hukum yang melakukan kegiatan penyelenggaraan dan pengusahaan Gudang Berikat.
Pengusaha di Gudang Berikat merangkap Penyelenggara Gudang Berikat (PDGB) adalah badan hukum yang melakukan kegiatan pengusahaan Gudang Berikat yang berada di dalam Gudang Berikat milik Penyelenggara Gudang Berikat yang berstatus sebagai badan hukum yang berbeda.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apa saja persyaratan menjadi Penyelenggara Gudang Berikat?,"Persyaratan administrasi untuk mendapatkan izin Penyelenggara Gudang Berikat adalah sebagai berikut:Mengajukan permohonan kepada Menteri c.q. Kepala Kantor Wilayah atau Kepala Kantor Utama dengan melampirkan dokumen berikut;Nomor lnduk Berusaha;
Izin usaha perdagangan, izin usaha
industri, atau izin lain yang berkaitan dengan penyelenggaraan gudang atau tempat;
Hasil konfirmasi status wajib pajak sesuai dengan aplikasi yang menunjukkan valid;
Bukti kepemilikan atau penguasaan suatu kawasan, tempat, atau bangunan yang mempunyai batas-batas yang jelas berikut peta lokasi/tempat dan rencana tata letak/denah yang akan dijadikan Gudang Berikat; dan
Dokumen yang menunjukkan bahwa telah dikukuhkan sebagai pengusaha kena pajak dan telah menyampaikan Surat Pemberitahuan Tahunan Pajak Penghasilan tahun pajak terakhir sesuai dengan kewajibannya;

Permohonan diajukan setelah memenuhi persyaratan fisik yang sudah ditentukan.
Dalam hal persyaratan fisik belum dipenuhi, izin Penyelenggara Gudang Berikat dapat diberikan dengan ketentuan bahwa perusahaan Penyelenggara Gudang Berikat wajib memenuhi persyaratan dalam batas waktu tertentu yang ditetapkan oleh Kepala Kantor Wilayah atau Kepala Kantor Pelayanan Utama.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apa saja persyaratan menjadi Pengusaha Gudang Berikat atau menjadi PDGB?,"Persyaratan administrasi untuk mendapatkan izin Pengusaha Gudang Berikat atau izin PDGB adalah sebagai berikut:Mengajukan permohonan kepada Menteri c.q. Kepala Kantor Wilayah atau Kepala Kantor Utama dengan melampirkan dokumen berikut;Nomor lnduk Berusaha;
Izin usaha perdagangan, izin usaha
industri, atau izin usaha lain yang dipersamakan dengan izin usaha industri;
Hasil konfirmasi status wajib pajak sesuai dengan aplikasi yang menunjukkan valid;
Bukti kepemilikan atau penguasaan suatu kawasan, tempat, atau bangunan yang mempunyai batas-batas yang jelas berikut peta lokasi/tempat dan rencana tata letak/denah yang akan dijadikan Gudang Berikat; dan
Dokumen yang menunjukkan bahwa telah dikukuhkan sebagai pengusaha kena pajak dan telah menyampaikan Surat Pemberitahuan Tahunan Pajak Penghasilan tahun pajak terakhir sesuai dengan kewajibannya; dan
Rekomendasi dari Penyelenggara Gudang Berikat dalam
hal perusahaan mengajukan permohonan izin PDGB.

Permohonan diajukan setelah memenuhi persyaratan fisik yang sudah ditentukan.
Dalam hal persyaratan fisik belum dipenuhi, izin Pengusaha Gudang Berikat atau izin PDGB dapat diberikan dengan ketentuan bahwa perusahaan Pengusaha Gudang Berikat atau PDGB wajib memenuhi persyaratan dalam batas waktu tertentu yang ditetapkan oleh Kepala Kantor Wilayah atau Kepala Kantor Pelayanan Utama.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apa perbedaan dari penyelenggaraan dan pengusahaan Gudang Berikat?,"Penyelenggaraan Gudang Berikat adalah penyediaan dan pengelolaan kawasan oleh Penyelenggara Gudang Berikat yang bertujuan untuk kegiatan pengusahaan Gudang Berikat.
Pengusahaan Gudang Berikat adalah kegiatan penimbunan dan dapat disertai dengan kegiatan sederhana berupa pengemasan, pengemasan kembali, penyortiran, penggabungan (kitting), pengepakan, penyetelan dan/atau pemotongan yang dilakukan oleh Pengusaha Gudang Berikat dan/atau PDGB.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apakah dalam satu penyelenggaraan Gudang Berikat bisa terdapat lebih dari satu Pengusahaan Gudang Berikat?,"Bisa. Dalam satu penyelenggaraan Gudang Berikat bisa terdapat lebih dari satu Pengusahaan Gudang Berikat.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apakah bisa untuk memiliki lebih dari 1 Gudang Berikat?,"Bisa, Penyelenggara Gudang Berikat dan/atau Pengusaha Gudang Berikat dapat memiliki lebih dari 1 (satu) lokasi penyelenggaraan dan/atau pengusahaan Gudang Berikat dalam 1 (satu) wilayah pengawasan Kantor Wilayah atau Kantor Pelayanan Utama dalam 1 (satu) izin dan/atau penyelenggaraan pengusahaan Gudang Berikat.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apa saja bentuk Gudang Berikat?,"Gudang Berikat dapat berbentuk:Gudang Berikat pendukung kegiatan industri (manufaktur, pertambangan, alat berat, dan/atau jasa perminyakan), yaitu Gudang Berikat yang berfungsi untuk menimbun dan menyediakan barang impor untuk didistribusikan kepada:perusahaan industri di tempat lain dalam Daerah Pabean dan/atau kawasan berikat, KEK, Kawasan Bebas, atau kawasan ekonomi lainnya yang ditetapkan oleh Pemerintah sesuai dengan ketentuan;
peraturan perundang-undangan; atau
perusahaan industri yang mendapat fasilitas pembebasan Bea Masuk, tidak dipungut PDRI, dan/atau pengembalian Bea Masuk sesuai dengan ketentuan peraturan perundang-undangan.

Gudang Berikat pusat distribusi khusus toko bebas bea, yaitu Gudang Berikat yang berfungsi untuk menimbun dan mendistribusikan barang impor ke toko bebas bea; atau
Gudang Berikat transit, yaitu Gudang Berikat yang berfungsi untuk menimbun dan mendistribusikan barang impor ke luar Daerah Pabean.
(Sesuai dengan PMK 155/PMK.04/2019)"
Industri apa sajakah yang dapat didukung oleh Gudang Berikat?,"Perusahaan Industri yang dapat didukung oleh Gudang Berikat, yaitu:Industri manufaktur, dengan ruang lingkup meliputi pengolahan bahan baku menjadi barang jadi;
Industri pertambangan, dengan ruang lingkup meliputi penyediaan barang impor untuk mendukung kegiatan eksplorasi dan eksploitasi pertambangan;
Industri alat berat, dengan ruang lingkup meliputi penyediaan barang impor untuk mendukung industri alat berat; dan/atau
Industri jasa perminyakan, dengan ruang lingkup meliputi penyediaan barang impor untuk mendukung kegiatan eksplorasi dan eksploitasi minyak dan gas bumi.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apa yang dimaksud dengan Gudang Berikat pusat distribusi khusus toko bebas bea?,"Gudang Berikat pusat distribusi khusus toko bebas bea merupakan Gudang Berikat dengan kegiatan menimbun dan mendistribusikan barang impor ke toko bebas bea yang berlokasi di:terminal keberangkatan bandar udara internasional dan pelabuhan utama di kawasan pabean;
tempat transit pada terminal keberangkatan bandar udara internasional yang merupakan tempat khusus bagi penumpang transit tujuan luar negeri di Kawasan Pabean;
tempat transit pada terminal keberangkatan di pelabuhan utama yang merupakan tempat khusus bagi penumpang transit tujuan luar negeri di Kawasan Pabean yang merupakan tempat khusus bagi penumpang transit;
terminal kedatangan bandar udara internasional di Kawasan Pabean; dan/atau
dalam kota.
(Sesuai dengan PMK 155/PMK.04/2019)"
